authorDisplayName,textDisplay,textDisplayAdj,scores,neg_score,pos_score,neu_score,compound_score,sentiment,publishedAt
@KhoiTran-xm1tj,They weren&#39;t lying about DolbyAtmos! Keep cooking! The Waves are getting stronger!,lying dolbyatmos keep cooking wave getting stronger,"{'neg': 0.253, 'neu': 0.593, 'pos': 0.154, 'compound': -0.3971}",0.253,0.154,0.593,-0.3971,negative,2024-06-20T03:31:59Z
@yexiu5649,Everything was perfect with the exception of the horrible voice choice for Jué. It should&#39;ve been something more primal and dragon like voice... <b>sigh</b>,everything perfect exception horrible voice choice ju something primal dragon like voice sigh,"{'neg': 0.114, 'neu': 0.684, 'pos': 0.202, 'compound': 0.4019}",0.114,0.202,0.684,0.4019,positive,2024-06-20T03:31:54Z
@HazardTone,I think Jue voice was the voice of all the other magistrates combined there are overlapping voices of man and woman every time Jue speaks.,think jue voice voice magistrate combined overlapping voice man woman every time jue speaks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:35:07Z
@babaseu,"jue voice is have many voice, its like voice have mixed together. its represent jue itself, didnt have gender, and didnt have age",jue voice many voice like voice mixed together represent jue didnt gender didnt age,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",0.0,0.102,0.898,0.3612,positive,2024-06-20T03:40:50Z
@KillingTrust,Genshit could never 💪,genshit could never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:31:51Z
@kurii3166,"How are they already defying expectations with their animation, this is beyond impressive for only 1.1 lol",already defying expectation animation beyond impressive lol,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7269}",0.0,0.289,0.711,0.7269,positive,2024-06-20T03:31:43Z
@Lyfe,Chills (literally and figuratively),chill literally figuratively,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:31:40Z
@tristenrodgers7622,Why are jinshi and jué fighting each other? Isn’t he suppose to be helping her with jinzhou?,jinshi ju fighting suppose helping jinzhou,"{'neg': 0.143, 'neu': 0.748, 'pos': 0.11, 'compound': -0.168}",0.143,0.11,0.748,-0.168,negative,2024-06-20T03:31:38Z
@babaseu,its because the prophecy jue seen. jinhsi and jue battle is a fate,prophecy jue seen jinhsi jue battle fate,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",0.178,0.0,0.822,-0.3818,negative,2024-06-20T03:42:02Z
@Makikiku,This is just epic !!! The sound the visuals 🙀,epic sound visuals,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4545}",0.213,0.0,0.787,-0.4545,negative,2024-06-20T03:31:37Z
@inhcuale2605,Holy absolute cinema,holy absolute cinema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:31:24Z
@Guillermo-fb5rg,Optimized the game😅,optimized game,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.6705}",0.0,0.524,0.476,0.6705,positive,2024-06-20T03:31:21Z
@anagramhound,HOLYSHIT I GOT CHILLS,holyshit got chill,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:31:13Z
@somahalder1264,They should make an Anime series on WuWa with this level of animation,make anime series wuwa level animation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:31:08Z
@PrinceMarthX,This makes the wait harder for Jinhsi. Getting her and her weapon day 1.,make wait harder jinhsi getting weapon day,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",0.145,0.0,0.855,-0.296,negative,2024-06-20T03:30:39Z
@Pitchblackkk,OMG THIS IS A FREAKING CINEMA!!!,omg freaking cinema,"{'neg': 0.424, 'neu': 0.576, 'pos': 0.0, 'compound': -0.5684}",0.424,0.0,0.576,-0.5684,negative,2024-06-20T03:30:22Z
@A.K.I-Enthusiast,I love her look with the cloak on HOLY! Jinhsi is beautiful 😍,love look cloak holy jinhsi beautiful,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.908}",0.0,0.467,0.533,0.908,positive,2024-06-20T03:30:11Z
@ImMatthew247,"Put on your headphones for a better experience? I Wonder why?<br><br>FOR A GOSH DARN MOVIE, THATS WHY! <br><br>Wuwa for that W!",put headphone better experience wonder gosh darn movie thats wuwa w,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.5919}",0.0,0.161,0.839,0.5919,positive,2024-06-20T03:29:55Z
@archlviste3589,chat is this drip marketing,chat drip marketing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:29:54Z
@hoanganhtran8680,nothing to say abt this masterpiece ✋,nothing say abt masterpiece,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.8432}",0.0,0.574,0.426,0.8432,positive,2024-06-20T03:29:52Z
@CronousTJ,Damn that was too good 👏🏽 👌🏽,damn good,"{'neg': 0.119, 'neu': 0.484, 'pos': 0.397, 'compound': 0.7456}",0.119,0.397,0.484,0.7456,positive,2024-06-20T03:29:37Z
@Vinsenneth,BEAUTIFUL!!! Anyone notice that she has scales on her? I don&#39;t remember her having her have these. I wonder if this walk up the mountain was the expression of that Resonant Spectrum Pattern.,beautiful anyone notice scale remember wonder walk mountain expression resonant spectrum pattern,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.7586}",0.0,0.147,0.853,0.7586,positive,2024-06-20T03:29:35Z
@e2k220,any juicers in the chat? xqcL,juicer chat xqcl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:29:23Z
@Erixacalibur,"The second half of the soundtrack is really remind me to the NieR&#39;s soundtracks, which makes me smile and cry at the same time 😭",second half soundtrack really remind nier soundtrack make smile cry time,"{'neg': 0.19, 'neu': 0.734, 'pos': 0.076, 'compound': -0.5719}",0.19,0.076,0.734,-0.5719,negative,2024-06-20T03:29:05Z
@ryusawaariel6191,"Solon (kurogames CEO) is massive fans of NieR Automata,he himself say that his inspiration for creating PGR are NieR and i still remember his excited expression in CN livestream when announcing that PGR make collaboration with NieR  years ago",solon kurogames ceo massive fan nier automaton say inspiration creating pgr nier still remember excited expression cn livestream announcing pgr make collaboration nier year ago,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7906}",0.0,0.182,0.818,0.7906,positive,2024-06-20T03:46:44Z
@Weeb-up9er,O my this is dangerous .,dangerous,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",0.383,0.0,0.617,-0.4767,negative,2024-06-20T03:29:01Z
@jayantverma7016,No damnit. I already made up my mind to skip Jinhsi for ChangLi. Don&#39;t make it hard for me now.,damnit already made mind skip jinhsi changli make hard,"{'neg': 0.063, 'neu': 0.812, 'pos': 0.125, 'compound': 0.3348}",0.063,0.125,0.812,0.3348,positive,2024-06-20T03:29:00Z
@mileenastoe,"can we talk about the overall feel of this cinematic? the mood is so intense and the animation and attention to detail is so good. the texture of water/snow/the rocks, realstic movements during the heavy snow, the sparkles on her scales, the look of despair from the people trapped and the determination from the soldiers/jinshi. the lady not even attempting to run from death. the overall animation is too good and i love the storytelling. PLUS, THE MUSIC IS SO GOOD TOO AS WELL AS THE VA&#39;S. this is a really beautiful cinematic 🤍",talk overall feel cinematic mood intense animation attention detail good texture water snow rock realstic movement heavy snow sparkle scale look despair people trapped determination soldier jinshi lady even attempting run death overall animation good love storytelling plus music good well va really beautiful cinematic,"{'neg': 0.079, 'neu': 0.673, 'pos': 0.248, 'compound': 0.9665}",0.079,0.248,0.673,0.9665,positive,2024-06-20T03:28:53Z
@mileenastoe,"also from the looks of it, im sure this will be such a bittersweet story quest considering jinshi has to fight jué, the being, and friend, that chose her to be magistrate 😭",also look im sure bittersweet story quest considering jinshi fight ju friend chose magistrate,"{'neg': 0.165, 'neu': 0.706, 'pos': 0.129, 'compound': -0.128}",0.165,0.129,0.706,-0.128,negative,2024-06-20T03:35:13Z
@pauljerome01,Yeah the voice acting was really good here,yeah voice acting really good,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.659}",0.0,0.473,0.527,0.659,positive,2024-06-20T03:43:35Z
@youreshit4039,Exactly! This is what I&#39;ve been looking for in genshin but it never hit as much as Kuro did with this one,exactly looking genshin never hit much kuro one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T04:12:47Z
@ryiryin3782,"YES!! YES!! As an animator, i would say whoever worked on the storyboard for this trailer really really popped off!! The choose of lighting, settings, backgrounds, layouts, everything was done so good to the point i cant help but get goosebumps! It also encapsulated really well with the story behind Jue/Jinzhou being constantly at war too and how much of a damage TDs have done to the world. I cant help but show this trailer to everybody 😭😭",yes yes animator would say whoever worked storyboard trailer really really popped choose lighting setting background layout everything done good point cant help get goosebump also encapsulated really well story behind jue jinzhou constantly war much damage tds done world cant help show trailer everybody,"{'neg': 0.222, 'neu': 0.685, 'pos': 0.093, 'compound': -0.9497}",0.222,0.093,0.685,-0.9497,negative,2024-06-20T04:24:57Z
@y.matocinos8448,"​@@mileenastoe I wouldn&#39;t be surprised if Jué requested Jinhsi to fight it because of the calamities that TDs can bring to the world, and if it wanted to see if Jinhsi was worthy of wielding its power for the future.",mileenastoe surprised ju requested jinhsi fight calamity tds bring world wanted see jinhsi worthy wielding power future,"{'neg': 0.059, 'neu': 0.833, 'pos': 0.108, 'compound': 0.296}",0.059,0.108,0.833,0.296,positive,2024-06-20T04:31:56Z
@bloodywolf9760,Holy shit,holy shit,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.5574}",0.783,0.0,0.217,-0.5574,negative,2024-06-20T03:28:52Z
@malzitov,"<a href=""https://www.youtube.com/watch?v=TvxwtXIrf1g&amp;t=220"">3:40</a> is the best view, gonna max her",best view gon na max,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.0,0.344,0.656,0.6369,positive,2024-06-20T03:28:52Z
@tacoparm839,TRUE STORY,true story,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.737,0.263,0.4215,positive,2024-06-20T03:28:47Z
@K_Gomu,"To walk with confidence, with a coat heavy enough to suffocate any normal person. Reaching the peak, knowing what one must do.",walk confidence coat heavy enough suffocate normal person reaching peak knowing one must,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.6249}",0.0,0.203,0.797,0.6249,positive,2024-06-20T03:28:46Z
@kienmaple,The coat doesn&#39;t look heavy at all lol,coat look heavy lol,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.0,0.286,0.714,0.4215,positive,2024-06-20T05:08:21Z
@shihabsharar3539,​@@kienmapleA coat of responsibility,kienmaplea coat responsibility,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T05:20:23Z
@Cuddle_with_Furina,And high heels on snow,high heel snow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T06:22:50Z
@sstdtdtdrdrtdrsrsrssrssrsr1770,"This is deep... damn. <a href=""http://www.youtube.com/results?search_query=%23emotional"">#emotional</a>",deep damn emotional,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",0.351,0.0,0.649,-0.4019,negative,2024-06-20T08:49:16Z
@Hasieur,​@kienmaple too young to understand 😅,kienmaple young understand,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.0,0.238,0.762,0.3612,positive,2024-06-20T13:42:12Z
@xxxfortnite_master2007,"Make sure to not spend any money, stay as F2P as possible 🙏",make sure spend money stay f p possible,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.0,0.15,0.85,0.3182,positive,2024-06-20T03:28:07Z
@S.W-PILGRIM,THE OST IS SO GOOOOD 😭😭😭,ost god,"{'neg': 0.482, 'neu': 0.518, 'pos': 0.0, 'compound': -0.8813}",0.482,0.0,0.518,-0.8813,negative,2024-06-20T03:27:55Z
@wolfstormwizard424,Especially from the end that alone gives me Avatar the Last Airbender,especially end alone give avatar last airbender,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.25}",0.154,0.0,0.846,-0.25,negative,2024-06-20T03:29:37Z
@novanexus9112,This trailer gives me WORLD OF WARCRAFT: THE LICH KING TRAILER VIBES &lt;3 REEEEEEEEEEEE!!!,trailer give world warcraft lich king trailer vibe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:27:42Z
@arandomstranger6172,"Now this, this is Cinema.",cinema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:27:35Z
@S.W-PILGRIM,FUKCIJG HELL NOW IM CONFLICTED ON WHO TO PULL!!! JIN&#39;S HI OR CHANGLI?!<br>NAH ID TAKE THEM BOTH 🗿🗣️🔥,fukcijg hell im conflicted pull jin hi changli nah id take,"{'neg': 0.319, 'neu': 0.681, 'pos': 0.0, 'compound': -0.8721}",0.319,0.0,0.681,-0.8721,negative,2024-06-20T03:27:27Z
@kuraix9817,Omg noooooo😭 Actually in pain gotta play on my phone. My GPU died maaaaaan I loved 1.0 hopefully my phone can handle 1.1 good lol.,omg actually pain got ta play phone gpu died man loved hopefully phone handle good lol,"{'neg': 0.224, 'neu': 0.447, 'pos': 0.329, 'compound': 0.5719}",0.224,0.329,0.447,0.5719,positive,2024-06-20T03:27:25Z
@ashes_impact764,wuthering waves i wish you a happy future 😇😇,wuthering wave wish happy future,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.9081}",0.0,0.508,0.492,0.9081,positive,2024-06-20T03:27:12Z
@yamitara3289,Damn what a CINEMA ❤,damn cinema,"{'neg': 0.248, 'neu': 0.367, 'pos': 0.385, 'compound': 0.3612}",0.248,0.385,0.367,0.3612,positive,2024-06-20T03:27:10Z
@mlamarr25,We need a full anime on this!  WEll done!,need full anime well done,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.4514}",0.0,0.27,0.73,0.4514,positive,2024-06-20T03:27:07Z
@SunShoT,That&#39;s why I stopped playing genshin <br>This game is cooking 🔪,stopped playing genshin game cooking,"{'neg': 0.139, 'neu': 0.73, 'pos': 0.131, 'compound': -0.0258}",0.139,0.131,0.73,-0.0258,neutral,2024-06-20T03:26:53Z
@Kawaku_M,I expect a full animated movie by the end of the year thank you😩😍😍,expect full animated movie end year thank,"{'neg': 0.069, 'neu': 0.654, 'pos': 0.278, 'compound': 0.7506}",0.069,0.278,0.654,0.7506,positive,2024-06-20T03:26:52Z
@jhontriboyke5534,"this is way too good, well done kuro !!",way good well done kuro,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6792}",0.0,0.444,0.556,0.6792,positive,2024-06-20T03:26:48Z
@jthrns,ABSOLUTE CINEMA,absolute cinema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:26:20Z
@rizzamae145,"from this cinematics alone, the battle with jinhsi and jue would be really emotional. Jue is practically jinhsi&#39;s second parent, the one that saved and raised her.",cinematics alone battle jinhsi jue would really emotional jue practically jinhsi second parent one saved raised,"{'neg': 0.142, 'neu': 0.712, 'pos': 0.145, 'compound': 0.024}",0.142,0.145,0.712,0.024,neutral,2024-06-20T03:26:13Z
@botcchidotcchi,"When her baby hand trying to reach Jue, shieeet I got a goosebumps. I hope they nailed the story for this one! Also, good luck on your pull guys. JINHSI AND CHANGLI WILL COME HOME!",baby hand trying reach jue shiet got goosebump hope nailed story one also good luck pull guy jinhsi changli come home,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9133}",0.0,0.313,0.687,0.9133,positive,2024-06-20T12:00:17Z
@AscnetAgent,I&#39;m curious as to how they&#39;ll fit Rover between the two. I hope Rover&#39;s presence doesn&#39;t ruin the mood 😅,curious fit rover two hope rover presence ruin mood,"{'neg': 0.119, 'neu': 0.562, 'pos': 0.319, 'compound': 0.6597}",0.119,0.319,0.562,0.6597,positive,2024-06-20T14:46:25Z
@pauloazuela8488,@@AscnetAgent Jue has something to do with Rover&#39;s past seeing as how they were connected too. I feel something here that the sentinel is trying to help humanity by letting itself be absent(I don&#39;t know if its immortality only extends to unli lifespan)  and the Rover is the key which they needed to achieve the girl from the Prologue isn&#39;t normal in anyway seems like a powerful being.,ascnetagent jue something rover past seeing connected feel something sentinel trying help humanity letting absent know immortality extends unli lifespan rover key needed achieve girl prologue normal anyway seems like powerful,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.8176}",0.0,0.129,0.871,0.8176,positive,2024-06-22T03:56:36Z
@teddsong9725,"@@pauloazuela8488there’s a certain  segment in the main story where Aalto takes us to the Salavantae lab. I suggest you revisit that part, right before ch 6",pauloazuela certain segment main story aalto take u salavantae lab suggest revisit part right ch,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.2732}",0.0,0.077,0.923,0.2732,positive,2024-06-22T16:22:29Z
@teddsong9725,@@AscnetAgenthonestly rover has been shown to be content remaining on the side watching several times before so I expect the same to happen here,ascnetagenthonestly rover shown content remaining side watching several time expect happen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-22T16:23:18Z
@kcamui__,SHE IS A MUST ROLL.,must roll,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:26:02Z
@lurica5566,Wow I&#39;m speechless 😮,wow speechless,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.0,0.388,0.612,0.5859,positive,2024-06-20T03:25:59Z
@HaydenLycoris,Backstory!!!<br>I&#39;m guessing the baby was her before Jué took her in and saved her.<br><br>... Wait that means Jinhsi&#39;s mom died NOOOOOOOOOO!!!!!!! 😭😭😭😭😭😭😭,backstory guessing baby ju took saved wait mean jinhsi mom died,"{'neg': 0.425, 'neu': 0.53, 'pos': 0.045, 'compound': -0.9741}",0.425,0.045,0.53,-0.9741,negative,2024-06-20T03:25:58Z
@babaseu,YES ITS HER😭😭😭😭,yes,"{'neg': 0.48, 'neu': 0.387, 'pos': 0.133, 'compound': -0.8388}",0.48,0.133,0.387,-0.8388,negative,2024-06-20T03:30:16Z
@Msty9237,I also had a feeling that the baby was her as well,also feeling baby well,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.3818}",0.0,0.265,0.735,0.3818,positive,2024-06-20T03:53:27Z
@anyaforgors,Which is sad because I feel like she&#39;s the one who will slay Jue. The end of cinematic made me cry.,sad feel like one slay jue end cinematic made cry,"{'neg': 0.232, 'neu': 0.674, 'pos': 0.094, 'compound': -0.5719}",0.232,0.094,0.674,-0.5719,negative,2024-06-20T04:11:46Z
@kaizaki3144,"So technically Jue is like her parent too, oh no...",technically jue like parent oh,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.0,0.217,0.783,0.3612,positive,2024-06-20T04:14:03Z
@fujino6662,Cinema waves,cinema wave,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:25:47Z
@randomorc9493,The voice delivery is getting better!,voice delivery getting better,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4926}",0.0,0.39,0.61,0.4926,positive,2024-06-20T03:25:46Z
@catshogun4659,Kuro doesn&#39;t make a movie out of this because they worry our brains won&#39;t endure this much cinema.,kuro make movie worry brain endure much cinema,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.4404}",0.146,0.0,0.854,-0.4404,negative,2024-06-20T03:25:45Z
@zanisu,must protect her at all cost 🫡,must protect cost,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",0.0,0.302,0.698,0.3818,positive,2024-06-20T03:25:21Z
@Aryy1,what a masterpiece!!,masterpiece,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.6892}",0.0,0.701,0.299,0.6892,positive,2024-06-20T03:25:16Z
@MiltiadesTheYounger00748,"HBD 🎂 Sister  your birthday &amp; the cinematic for Jinshi,  Pulling is on the house, next week when the new banner arrives.",hbd sister birthday cinematic jinshi pulling house next week new banner arrives,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:25:11Z
@ryzen3010,Whoa. No words can describe how this was 🤯.,whoa word describe,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",0.196,0.0,0.804,-0.296,negative,2024-06-20T03:24:59Z
